"pop2023","pop2022","pop2020","pop2010","growth","usps","geoid","ansicode","name","lsad","funcstat","aland","awater","aland_sqmi","awater_sqmi","intptlat","intptlong","slug","metroId","countyfips","rank","density"
166255,167816,170981,154750,-0.0093,"FL",1255775,2404502,"Pembroke Pines","2",0,84623300,5412080,32.673,2.09,26.0147,-80.3402,"pembroke-pines-fl",0,"12011",157,5088
166218,161810,153342,108755,0.02724,"TN",4751560,2404342,"Murfreesboro","2",0,159826000,353385,61.709,0.136,35.8539,-86.4212,"murfreesboro-tn",34980,"47149",158,2694
164853,167481,172862,156633,-0.01569,"CA",640130,2411620,"Lancaster","2",0,244187000,681671,94.281,0.263,34.6936,-118.175,"lancaster-ca",0,"6037",159,1749
164179,161946,157570,152374,0.01379,"CA",616350,2410232,"Corona","2",0,103563000,55171,39.986,0.021,33.862,-117.565,"corona-ca",0,"6065",160,4106
162900,159546,153044,127921,0.02102,"TX",4839148,2411542,"Killeen","2",0,141270000,1690050,54.545,0.653,31.0753,-97.7316,"killeen-tx",28660,"48027",161,2987
161585,162187,163397,150441,-0.00371,"CA",664224,2411768,"Salinas","2",0,60679300,83122,23.428,0.032,36.6902,-121.634,"salinas-ca",41500,"6053",162,6897
160564,154230,142302,113383,0.04107,"TX",4819972,2410323,"Denton","2",0,249250000,4145650,96.236,1.601,33.2174,-97.1413,"denton-tx",0,"48121",163,1668
159229,154128,144412,117517,0.0331,"AZ",471510,2412016,"Surprise","2",0,279883000,553175,108.063,0.214,33.6706,-112.453,"surprise-az",0,"4013",164,1473
159078,155448,148435,118788,0.02335,"CA",662938,2411000,"Roseville","2",0,114163000,0,44.079,0,38.7703,-121.32,"roseville-ca",40900,"6061",165,3609
158943,162316,169279,152750,-0.02078,"CA",655156,2411359,"Palmdale","2",0,274736000,633934,106.076,0.245,34.591,-118.105,"palmdale-ca",0,"6037",166,1498
157533,157068,156143,142980,0.00296,"CO",843000,2411614,"Lakewood","2",0,111490000,3039240,43.047,1.173,39.6989,-105.118,"lakewood-co",19740,"8059",167,3660
154594,156186,159419,146199,-0.01019,"NJ",3457000,885343,"Paterson","2",0,21790100,762699,8.413,0.294,40.9148,-74.1628,"paterson-nj",0,"34031",168,18376
153267,154026,155556,153060,-0.00493,"MA",2567000,619388,"Springfield","2",0,82540200,3137280,31.869,1.211,42.1155,-72.54,"springfield-ma",44140,"25013",169,4809
153160,156458,163269,144186,-0.02108,"CA",633000,2410724,"Hayward","2",0,117941000,47363900,45.537,18.287,37.6287,-122.102,"hayward-ca",41860,"6001",170,3363
153040,152324,150903,120083,0.0047,"SC",4513330,2404030,"Charleston","2",0,286335000,52332200,110.554,20.206,32.8179,-79.959,"charleston-sc",16700,"45019|45015",171,1384
151208,152867,156241,145786,-0.01085,"KS",2036000,485601,"Kansas City","2",0,323269000,9237730,124.815,3.567,39.1225,-94.7418,"kansas-city-ks",28140,"20209",172,1211
150989,151559,152705,140768,-0.00376,"FL",1232000,2404719,"Hollywood","2",0,70626800,9130070,27.269,3.525,26.031,-80.1646,"hollywood-fl",0,"12011",173,5537
150718,150545,150199,147433,0.00115,"IL",1738570,2395477,"Joliet","2",0,166153000,1758010,64.152,0.679,41.5177,-88.1488,"joliet-il",0,"17197|17093",174,2349
149482,150072,151260,143911,-0.00393,"CA",622804,2410455,"Escondido","2",0,96643700,276445,37.314,0.107,33.1331,-117.074,"escondido-ca",0,"6073",175,4006
148754,148929,149279,141853,-0.00118,"IL",1751622,2395147,"Naperville","2",0,100520000,1507820,38.811,0.582,41.7492,-88.162,"naperville-il",16980,"17043|17197",176,3833
148457,148395,148271,144229,0.00042,"CT",908000,2378269,"Bridgeport","2",0,41606700,8705770,16.064,3.361,41.1874,-73.1958,"bridgeport-ct",14860,"9001",177,9242
147118,145510,142347,129877,0.01105,"TX",4845384,2411057,"McAllen","2",0,170158000,1202420,65.698,0.464,26.2274,-98.2469,"mcallen-tx",32580,"48215",178,2239
146297,144646,141400,125872,0.01141,"KS",2052575,485633,"Olathe","2",0,159651000,1956550,61.642,0.755,38.882,-94.8201,"olathe-ks",0,"20091",179,2373
146284,150436,159097,139966,-0.0276,"VA",5101000,1498415,"Alexandria","2",0,38679400,1070220,14.934,0.413,38.8193,-77.0837,"alexandria-va",47900,"51510",180,9795
145870,146478,147701,136286,-0.00415,"GA",1369000,2405429,"Savannah","2",0,269126000,12531200,103.91,4.838,32.0419,-81.0513,"savannah-ga",42340,"13051",181,1404
145716,146710,148719,152871,-0.00678,"IL",1765000,2396405,"Rockford","2",0,166740000,2628720,64.379,1.015,42.2593,-89.0635,"rockford-il",40420,"17201",182,2263
145306,144137,141828,124442,0.00811,"CA",682954,2412160,"Visalia","2",0,98224000,51434,37.924,0.02,36.328,-119.329,"visalia-ca",47300,"6107",183,3832
145302,148739,155860,140081,-0.02311,"CA",677000,2412009,"Sunnyvale","2",0,57057400,1817650,22.03,0.702,37.3858,-122.026,"sunnyvale-ca",41940,"6085",184,6596
144755,147079,151839,122363,-0.0158,"WA",5305210,2409821,"Bellevue","2",0,86663800,10472200,33.461,4.043,47.5978,-122.156,"bellevue-wa",42660,"53033",185,4326
144261,145179,147033,145170,-0.00632,"NY",3673000,979539,"Syracuse","2",0,64826300,1504330,25.03,0.581,43.041,-76.1436,"syracuse-ny",45060,"36067",186,5764
143792,145728,149680,139824,-0.01329,"TX",4847892,2411090,"Mesquite","2",0,122382000,479993,47.252,0.185,32.7629,-96.5888,"mesquite-tx",0,"48113|48257",187,3043
143776,146738,152846,173514,-0.02019,"MS",2836000,2404779,"Jackson","2",0,287712000,5558330,111.086,2.146,32.3158,-90.2128,"jackson-ms",27140,"28049|28089",188,1294
143502,143055,142166,118772,0.00312,"CO",877290,2412064,"Thornton","2",0,92957800,5328030,35.891,2.057,39.9194,-104.943,"thornton-co",0,"8001",189,3998
143330,145954,151347,149043,-0.01798,"TX",4856000,2411380,"Pasadena","2",0,112887000,3550740,43.586,1.371,29.659,-95.1504,"pasadena-tx",0,"48201",190,3288
142912,145600,151128,149058,-0.01846,"CA",658072,2411454,"Pomona","2",0,59523800,26188,22.982,0.01,34.0585,-117.761,"pomona-ca",0,"6037",191,6218
142241,140911,138289,124805,0.00944,"TX",4876000,2412162,"Waco","2",0,230136000,31841200,88.856,12.294,31.5601,-97.186,"waco-tx",47380,"48309",192,1601
141341,140869,139929,124354,0.00335,"FL",1225175,2403676,"Gainesville","2",0,163344000,3041970,63.068,1.175,29.6807,-82.3492,"gainesville-fl",23540,"12001",193,2241
139422,132522,119729,75092,0.05207,"ID",1652120,2411083,"Meridian","2",0,87978300,166532,33.969,0.064,43.6115,-116.397,"meridian-id",0,"16001",194,4104
139311,140587,143173,135161,-0.00908,"CA",628000,2410556,"Fullerton","2",0,58095900,32825,22.431,0.013,33.8857,-117.928,"fullerton-ca",0,"6059",195,6211
138985,138364,137131,137436,0.00449,"VA",5135000,1498554,"Hampton","2",0,133276000,219728000,51.458,84.837,37.048,-76.2973,"hampton-va",0,"51650",196,2701
138399,137169,134742,115903,0.00897,"CA",682590,2412156,"Victorville","2",0,190672000,750452,73.619,0.29,34.5277,-117.354,"victorville-ca",0,"6071",197,1880
137996,137768,137314,129272,0.00165,"SC",4516000,2404107,"Columbia","2",0,352238000,7288730,136,2.814,34.0405,-80.9061,"columbia-sc",17900,"45079|45063",198,1015
137566,136936,135685,122643,0.0046,"CT",973000,2378291,"Stamford","2",0,97428700,37325600,37.617,14.411,41.0796,-73.5461,"stamford-ct",14860,"9001",199,3657
137465,140499,146769,145438,-0.02159,"CA",680000,2412087,"Torrance","2",0,53150300,80323,20.521,0.031,33.835,-118.341,"torrance-ca",0,"6037",200,6699
137339,136205,133966,129779,0.00833,"CT",952000,2378285,"New Haven","2",0,48407100,3738290,18.69,1.443,41.3108,-72.9249,"new-haven-ct",35300,"9009",201,7348
136938,138020,140209,129480,-0.00784,"UT",4983470,2412231,"West Valley City","2",0,91852900,136726,35.465,0.053,40.6885,-112.012,"west-valley-city-ut",0,"49035",202,3861
136598,137084,138060,141527,-0.00355,"OH",3921000,1086167,"Dayton","2",0,143474000,2988500,55.396,1.154,39.7774,-84.1996,"dayton-oh",19430,"39113",203,2466
136496,135785,134373,122041,0.00524,"FL",1245975,2404275,"Miramar","2",0,74728500,5772610,28.853,2.229,25.9725,-80.3386,"miramar-fl",0,"12011",204,4731
136153,137138,139129,134056,-0.00718,"MI",2684000,1627213,"Warren","2",0,88991800,190290,34.36,0.073,42.4929,-83.025,"warren-mi",19820,"26099",205,3963
134475,135862,138680,136416,-0.01021,"CA",653980,2411325,"Orange","2",0,66474200,386916,25.666,0.149,33.8288,-117.785,"orange-ca",0,"6059",206,5239
134266,135362,137581,126326,-0.0081,"IA",1912000,467567,"Cedar Rapids","2",0,185498000,3111650,71.621,1.201,41.9664,-91.678,"cedar-rapids-ia",16300,"19113",207,1875
132935,133093,133409,119097,-0.00119,"TX",4813024,2409992,"Carrollton","2",0,94973100,2003540,36.669,0.774,32.9894,-96.8999,"carrollton-tx",0,"48113|48121|48085",208,3625
132570,133981,136848,124969,-0.01053,"NJ",3421000,885205,"Elizabeth","2",0,31905500,3459590,12.319,1.336,40.6664,-74.1935,"elizabeth-nj",0,"34039",209,10761
131523,132393,134151,129699,-0.00657,"MI",2676460,1627126,"Sterling Heights","2",0,94364800,735214,36.434,0.284,42.5812,-83.0303,"sterling-heights-mi",0,"26099",210,3610
131320,133066,136628,92411,-0.01312,"WA",5335415,2410185,"Kent","2",0,87411000,1726260,33.75,0.667,47.388,-122.213,"kent-wa",0,"53033",211,3891
130935,133312,138196,137122,-0.01783,"CA",656000,2411379,"Pasadena","2",0,59462900,377371,22.959,0.146,34.1606,-118.138,"pasadena-ca",0,"6037",212,5703
130919,127349,120498,99887,0.02803,"TX",4863500,2411005,"Round Rock","2",0,93792000,814654,36.213,0.315,30.5252,-97.666,"round-rock-tx",12420,"48491|48453",213,3615
130445,131628,134027,121096,-0.00899,"FL",1214400,2404127,"Coral Springs","2",0,59218800,2906550,22.864,1.122,26.2707,-80.2593,"coral-springs-fl",0,"12011",214,5705
129663,128878,127321,110925,0.00609,"OK",4052500,2411267,"Norman","2",0,463163000,27406200,178.828,10.582,35.2406,-97.3453,"norman-ok",0,"40027",215,725
128879,127862,125852,108500,0.00795,"MO",2915670,2393605,"Columbia","2",0,169824000,681749,65.57,0.263,38.9473,-92.3264,"columbia-mo",17860,"29019",216,1966
128655,125766,120181,103190,0.02297,"FL",1254000,2404463,"Palm Bay","2",0,253324000,8228620,97.809,3.177,27.9548,-80.665,"palm-bay-fl",37340,"12009",217,1315
128579,129945,132720,111147,-0.01051,"TX",4848072,2411096,"Midland","2",0,192651000,441855,74.383,0.171,32.0246,-102.113,"midland-tx",33260,"48329",218,1729
128557,127649,125853,105549,0.00711,"ND",3825700,1036030,"Fargo","2",0,128835000,0,49.743,0,46.8652,-96.8292,"fargo-nd",22020,"38017",219,2584
127793,127575,127141,115452,0.00171,"GA",1303440,2407405,"Athens","0",0,301290000,4593110,116.329,1.773,33.9496,-83.3701,"athens-ga",12020,"13059",220,1099
127753,125348,120674,95631,0.01919,"CA",614218,2409488,"Clovis","2",0,65810900,309836,25.41,0.12,36.829,-119.685,"clovis-ca",0,"6019",221,5028
126603,126877,127426,116468,-0.00216,"CA",669084,2411816,"Santa Clara","2",0,47203900,0,18.226,0,37.3645,-121.968,"santa-clara-ca",41940,"6085",222,6946
125890,125917,125971,118032,-0.00021,"PA",4202000,1215372,"Allentown","2",0,45449800,1236680,17.548,0.477,40.5936,-75.4784,"allentown-pa",0,"42077",223,7174
125798,125894,126086,91252,-0.00076,"TX",4856348,2411392,"Pearland","2",0,124734000,452857,48.16,0.175,29.5558,-95.3231,"pearland-tx",0,"48039|48157|48201",224,2612
125353,125658,126269,127473,-0.00243,"KS",2071000,485655,"Topeka","2",0,159135000,3398160,61.443,1.312,39.0347,-95.6948,"topeka-ks",45820,"20177",225,2040
125302,125186,124954,117063,0.00093,"TX",4801000,2409657,"Abilene","2",0,276271000,14051300,106.669,5.425,32.4545,-99.7381,"abilene-tx",10180,"48441|48253",226,1175
125196,125585,126366,124237,-0.0031,"CA",672016,2411904,"Simi Valley","2",0,107562000,1844160,41.53,0.712,34.2669,-118.748,"simi-valley-ca",0,"6111",227,3015
123977,124862,126652,126683,-0.00709,"CA",678582,2412065,"Thousand Oaks","2",0,143133000,375975,55.264,0.145,34.1933,-118.874,"thousand-oaks-ca",37100,"6111",228,2243
123238,121618,118441,93857,0.01332,"TX",4815976,2410193,"College Station","2",0,132483000,369349,51.152,0.143,30.5852,-96.2964,"college-station-tx",0,"48041",229,2409
123001,123940,125839,115942,-0.00758,"CA",681666,2412142,"Vallejo","2",0,79837500,48876900,30.825,18.871,38.1079,-122.264,"vallejo-ca",46700,"6095",230,3990
121899,122982,125176,122067,-0.00881,"CA",616000,2410214,"Concord","2",0,79139300,0,30.556,0,37.9722,-122.002,"concord-ca",0,"6013",231,3989
121603,121534,121396,106769,0.00057,"MN",2754880,2396395,"Rochester","2",0,142953000,745339,55.195,0.288,44.0154,-92.4772,"rochester-mn",40340,"27109",232,2203
121380,118365,112558,97422,0.02547,"FL",1238250,2404873,"Lakeland","2",0,171289000,23336800,66.135,9.01,28.0555,-81.9548,"lakeland-fl",29460,"12105",233,1835
121378,122403,124478,106433,-0.00837,"CO",803455,2409737,"Arvada","2",0,100452000,1752440,38.785,0.677,39.8337,-105.15,"arvada-co",0,"08059|08001",234,3130
121322,121546,121996,120623,-0.00184,"LA",2240735,2404854,"Lafayette","2",0,143733000,203101,55.496,0.078,30.2079,-92.0313,"lafayette-la",29180,"22055",235,2186
121083,118683,114024,98850,0.02022,"OK",4009050,2409914,"Broken Arrow","2",0,160016000,1593580,61.782,0.615,36.0365,-95.781,"broken-arrow-ok",0,"40143|40145",236,1960
120949,119198,115771,97471,0.01469,"SC",4550875,2404391,"North Charleston","2",0,200725000,8990710,77.5,3.471,32.9178,-80.065,"north-charleston-sc",16700,"45019|45035",237,1561
120695,119159,116146,106476,0.01289,"NC",3774440,2405754,"Wilmington","2",0,133134000,4058450,51.403,1.567,34.2092,-77.8858,"wilmington-nc",48900,"37129",238,2348
120427,121255,122927,116830,-0.00683,"MO",2935000,2395422,"Independence","2",0,201997000,1162420,77.991,0.449,39.0855,-94.3521,"independence-mo",0,"29095",239,1544
119817,120196,120957,124775,-0.00315,"CT",937000,2378277,"Hartford","2",0,45012600,1751550,17.379,0.676,41.7659,-72.6816,"hartford-ct",25540,"9003",240,6894
119570,120549,122531,113934,-0.00812,"MI",2603000,1625837,"Ann Arbor","2",0,72292700,2252080,27.912,0.87,42.2757,-83.7315,"ann-arbor-mi",11460,"26161",241,4284
119461,119583,119827,105321,-0.00102,"CA",623182,2410474,"Fairfield","2",0,106688000,688508,41.193,0.266,38.2598,-122.032,"fairfield-ca",46700,"6095",242,2900
119434,110002,93314,50876,0.08574,"AZ",407940,2411736,"Buckeye","2",0,1018160000,456828,393.114,0.176,33.4329,-112.648,"buckeye-az",0,"4013",243,304
118288,117866,117026,104170,0.00358,"MT",3006550,2409849,"Billings","2",0,115551000,277939,44.614,0.107,45.7895,-108.552,"billings-mt",13740,"30111",244,2651
117500,117393,117179,99919,0.00091,"FL",1276600,2405713,"West Palm Beach","2",0,139362000,11581500,53.808,4.472,26.7451,-80.127,"west-palm-beach-fl",33100,"12099",245,2184
117434,116511,114686,83560,0.00792,"TX",4841980,2411642,"League City","2",0,132765000,4500200,51.261,1.738,29.4901,-95.1091,"league-city-tx",0,"48167|48201",246,2291
117082,111501,101124,81557,0.05005,"ID",1656260,2411208,"Nampa","2",0,85002900,386291,32.82,0.149,43.5843,-116.564,"nampa-id",0,"16027",247,3567
116344,114655,111351,103466,0.01473,"CA",650076,2411199,"Murrieta","2",0,87055400,93770,33.612,0.036,33.5721,-117.19,"murrieta-ca",0,"6065",248,3461
115933,116303,117046,107685,-0.00318,"FL",1212875,2404067,"Clearwater","2",0,67548700,25487500,26.081,9.841,27.9803,-82.7682,"clearwater-fl",45300,"12103",249,4445
115881,116484,117699,105162,-0.00518,"MA",2511000,619396,"Cambridge","2",0,16559000,1825500,6.393,0.705,42.376,-71.1187,"cambridge-ma",14460,"25017",250,18126
115851,107017,91319,57740,0.08255,"TX",4850820,2411228,"New Braunfels","2",0,117037000,1008390,45.188,0.389,29.6993,-98.1151,"new-braunfels-tx",41700,"48091|48187",251,2564
115761,115531,115073,105328,0.00199,"CA",611194,2409984,"Carlsbad","2",0,97772900,3378110,37.75,1.304,33.1293,-117.284,"carlsbad-ca",41740,"6073",252,3067
115678,115570,115354,109565,0.00093,"NH",3345140,873658,"Manchester","2",0,85663900,4821090,33.075,1.861,42.9849,-71.4441,"manchester-nh",31700,"33011",253,3497
115303,114102,111738,97618,0.01053,"NM",3539380,2411629,"Las Cruces","2",0,199257000,250842,76.934,0.097,32.3264,-106.79,"las-cruces-nm",29740,"35013",254,1499
115262,115900,117186,103712,-0.0055,"UT",4982950,2412222,"West Jordan","2",0,83722600,0,32.325,0,40.6024,-112.001,"west-jordan-ut",0,"49035",255,3566
114957,115719,117258,117429,-0.00658,"IN",1822000,2394710,"Evansville","2",0,122553000,1277370,47.318,0.493,37.9877,-87.5347,"evansville-in",21780,"18163",256,2429
114475,114280,113892,104371,0.00171,"NC",3731400,2404696,"High Point","2",0,144998000,3943860,55.984,1.523,35.9908,-79.9927,"high-point-nc",24660,"37081|37057|37151|37067",257,2045
114450,115043,116238,103701,-0.00515,"CA",660620,2410939,"Richmond","2",0,77842500,58164100,30.055,22.457,37.9523,-122.361,"richmond-ca",0,"6013",258,3808
114170,113555,112336,95290,0.00542,"TX",4842508,2410829,"Lewisville","2",0,95050900,15654800,36.699,6.044,33.0466,-96.9818,"lewisville-tx",0,"48121|48113",259,3111
114156,114120,114048,112488,0.00032,"UT",4962470,2411499,"Provo","2",0,107923000,6474980,41.669,2.5,40.2453,-111.645,"provo-ut",39340,"49049",260,2740
113884,114338,115252,102372,-0.00397,"CA",602252,2409715,"Antioch","2",0,76015800,2009360,29.35,0.776,37.9791,-121.796,"antioch-ca",0,"6013",261,3880
113613,114989,117792,99223,-0.01197,"TX",4861796,2410933,"Richardson","2",0,73982900,234253,28.565,0.09,32.9723,-96.7081,"richardson-tx",0,"48113|48085",262,3977
113118,113464,114159,110366,-0.00305,"CT",980000,2378294,"Waterbury","2",0,73872200,1093830,28.522,0.422,41.5585,-73.0367,"waterbury-ct",0,"9009",263,3966
113045,109673,103227,77519,0.03075,"CA",646842,2497157,"Menifee","2",0,120362000,388769,46.472,0.15,33.6899,-117.184,"menifee-ca",0,"6065",264,2433
112986,107212,96534,65275,0.05386,"AZ",428380,2410622,"Goodyear","2",0,495194000,79037,191.195,0.031,33.254,-112.366,"goodyear-az",0,"4013",265,591
112868,112618,112119,106595,0.00222,"CO",862000,2411501,"Pueblo","2",0,142348000,1829080,54.961,0.706,38.2704,-104.611,"pueblo-co",39380,"8101",266,2054
112643,114872,119463,112580,-0.0194,"CA",606000,2409837,"Berkeley","2",0,27127400,18715600,10.474,7.226,37.867,-122.299,"berkeley-ca",0,"6001",267,10755
112504,113205,114621,108188,-0.00619,"IL",1723074,2394641,"Elgin","2",0,97126900,1484050,37.501,0.573,42.0396,-88.3217,"elgin-il",16980,"17089|17031",268,3000
112460,112572,112796,114297,-0.00099,"MI",2646000,1626588,"Lansing","2",0,101497000,1659270,39.188,0.641,42.7143,-84.5609,"lansing-mi",29620,"26065|26045",269,2870
112382,111611,110086,100097,0.00691,"CA",678120,2412044,"Temecula","2",0,96522600,27059,37.268,0.01,33.4931,-117.132,"temecula-ca",0,"6065",270,3016
111711,112549,114245,116250,-0.00745,"IL",1772000,2395940,"Springfield","2",0,157843000,16288300,60.943,6.289,39.7208,-89.7056,"springfield-il",44100,"17167",271,1833
111659,109660,105769,79066,0.01823,"NC",3714100,2404117,"Concord","2",0,164468000,90379,63.502,0.035,35.3921,-80.6355,"concord-nc",16740,"37025",272,1758
111496,112738,115264,106519,-0.01102,"MA",2537000,618227,"Lowell","2",0,35242000,2387950,13.607,0.922,42.639,-71.321,"lowell-ma",0,"25017",273,8194
111158,110475,109121,90264,0.00618,"NV",3268400,2411949,"Sparks","2",0,92785000,289555,35.824,0.112,39.5693,-119.707,"sparks-nv",0,"32031",274,3103
111153,112844,116304,106114,-0.01499,"CO",883835,2412237,"Westminster","2",0,81806200,5989550,31.586,2.313,39.8801,-105.062,"westminster-co",0,"08001|08059",275,3519
110576,110694,110930,103019,-0.00107,"WA",5322640,2410469,"Everett","2",0,85982200,38111500,33.198,14.715,47.9565,-122.191,"everett-wa",0,"53061",276,3331
110432,110649,111085,107167,-0.00196,"FL",1245060,2404249,"Miami Gardens","2",0,47212000,2001190,18.229,0.773,25.9489,-80.2436,"miami-gardens-fl",0,"12086",277,6058
110291,108076,103778,89755,0.02049,"WA",5367167,2411957,"Spokane Valley","2",0,97693300,747133,37.72,0.288,47.6634,-117.233,"spokane-valley-wa",44060,"53063",278,2924
110122,110733,111966,99845,-0.00552,"FL",1258050,2404547,"Pompano Beach","2",0,62206300,1744350,24.018,0.673,26.2416,-80.1339,"pompano-beach-fl",0,"12011",279,4585
110097,111590,114637,105594,-0.01338,"OR",4131250,2410663,"Gresham","2",0,60481000,531264,23.352,0.205,45.5023,-122.442,"gresham-or",0,"41051",280,4715
109666,108422,105976,96900,0.01147,"TX",4874144,2412122,"Tyler","2",0,148807000,1343060,57.455,0.519,32.3173,-95.3059,"tyler-tx",46340,"48423",281,1909
109447,110551,112792,115007,-0.00999,"IL",1759000,2396178,"Peoria","2",0,124322000,6217240,48.001,2.4,40.7516,-89.6173,"peoria-il",37900,"17143",282,2280
109411,108135,105628,84246,0.0118,"TX",4801924,2409684,"Allen","2",0,68369300,227864,26.398,0.088,33.1097,-96.673,"allen-tx",0,"48085",283,4145
109326,109518,109904,99553,-0.00175,"CA",669196,2411824,"Santa Maria","2",0,59067900,1586250,22.806,0.612,34.9331,-120.444,"santa-maria-ca",42200,"6083",284,4794
109264,110898,114239,118296,-0.01473,"TX",4807000,2409806,"Beaumont","2",0,213246000,7386070,82.335,2.852,30.0849,-94.1453,"beaumont-tx",13140,"48245",285,1327
109193,109258,109388,92889,-0.00059,"CO",832155,2410654,"Greeley","2",0,126540000,413320,48.857,0.16,40.414,-104.771,"greeley-co",24540,"8123",286,2235
109060,107435,104257,87521,0.01513,"NM",3563460,2410954,"Rio Rancho","2",0,267859000,705136,103.421,0.272,35.2851,-106.699,"rio-rancho-nm",0,"35043|35001",287,1055
108955,109439,110413,106433,-0.00442,"CA",665042,2411779,"Ventura","2",0,56675200,26959100,21.882,10.409,34.2678,-119.254,"ventura-ca",37100,"6111",288,4979
108829,109785,111723,109960,-0.00871,"CA",616532,2410239,"Costa Mesa","2",0,40910100,24554,15.795,0.009,33.6659,-117.912,"costa-mesa-ca",0,"6059",289,6890
108535,104158,95927,72897,0.04202,"UT",4965330,2411757,"St. George","2",0,199151000,7291,76.893,0.003,37.077,-113.577,"st-george-ut",41100,"49053",290,1412
107891,110163,114852,99940,-0.02062,"TX",4853388,2411303,"Odessa","2",0,117128000,667150,45.223,0.258,31.8834,-102.34,"odessa-tx",36220,"48135|48329",291,2386
107552,104987,100039,77100,0.02443,"TX",4822660,2410401,"Edinburg","2",0,115864000,149098,44.735,0.058,26.3211,-98.1628,"edinburg-tx",32580,"48215",292,2404
107305,104649,99533,76639,0.02538,"OR",4105800,2409832,"Bend","2",0,85733100,617379,33.102,0.238,44.0567,-121.308,"bend-or",13460,"41017",293,3242
106859,109226,114118,111772,-0.02167,"CA",619766,2410352,"Downey","2",0,32136800,414393,12.408,0.16,33.9382,-118.131,"downey-ca",0,"6037",294,8612
106817,106916,107114,104057,-0.00093,"WI",5531000,1583309,"Green Bay","2",0,117780000,26635700,45.475,10.284,44.5215,-87.9866,"green-bay-wi",24580,"55009",295,2349
106622,107989,110775,78817,-0.01266,"TX",4870808,2411994,"Sugar Land","2",0,104854000,6300540,40.485,2.433,29.5928,-95.6338,"sugar-land-tx",26420,"48157",296,2634
106058,106345,106922,91611,-0.0027,"OR",4134100,2410765,"Hillsboro","2",0,66539400,31207,25.691,0.012,45.5268,-122.935,"hillsboro-or",38900,"41067",297,4128
105988,107197,109657,98153,-0.01128,"MI",2621000,1626164,"Dearborn","2",0,62766200,730966,24.234,0.282,42.3131,-83.2115,"dearborn-mi",19820,"26163",298,4374
105260,98538,86354,62298,0.06822,"FL",1224125,2403643,"Fort Myers","2",0,103186000,23816300,39.84,9.196,26.6201,-81.8295,"fort-myers-fl",15980,"12071",299,2642
105223,106197,108172,93853,-0.00917,"GA",1368516,2405417,"Sandy Springs","2",0,97522900,2240650,37.654,0.865,33.9315,-84.3687,"sandy-springs-ga",12060,"13121",300,2794
